"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","x.1._shapes","x.2._shapes","x.3._shapes","x.1._scales","x.2._scales","x.3._scales","x.1._alphas","x.2._alphas","x.3._alphas","x.1._gammas","x.2._gammas","x.3._gammas","cluster","n","top_sol"
"17","2_393_3",0,0.00292877584162825,0.1218281990981,0.16749839284818,0.086548302029247,0.1218281990981,0.832758626371763,0.284612903053125,0.042832201008771,0.563976643213906,0.662214149046564,0.277647030427947,0.999491243341086,0.423046522983159,0.656330545498243,0.276780134077765,0.757661026723134,0.287992139704126,3,54,FALSE
"18","2_393_6",0,0.0114682564123919,0.121781927067637,0.169480789601777,0.0862657282068327,0.121781927067637,0.81862257712515,0.272650710171973,0.0872954106907039,0.534566704927465,0.685694887656979,0.257531256031962,0.917483818554109,0.416646760546323,0.674678215911986,0.305014255174568,0.744755799044134,0.29475753877062,3,54,FALSE
"19","2_395_1",0,0.00394296280572232,0.121792818192422,0.169707233825178,0.0864566967627682,0.121792818192422,0.844753994291972,0.282689410442032,0.0555589167962483,0.53306090328816,0.639943038221226,0.23905013266998,0.913397565867915,0.404920541838425,0.672572674208299,0.316017957292586,0.801407936852258,0.296213394267072,3,54,FALSE
"20","2_395_3",0,0.0112932293955573,0.121793350147096,0.166486940065604,0.0861877958816023,0.121793350147096,0.823987029595904,0.302022582872157,0.0594873527812206,0.507175973280357,0.620939205037959,0.351885479188231,0.896736502580525,0.397146015063021,0.698240872237358,0.341800287750399,0.863536548193244,0.270566111969735,3,54,FALSE
"21","2_395_6",0,0.0199072322277496,0.121730317024695,0.17579636234087,0.0857701134739488,0.121730317024695,0.83311549590638,0.296138181946669,0.0903995929120061,0.520008282939489,0.679799954206574,0.320416026074248,0.918123625863241,0.413266402232386,0.691493682399506,0.308374190677549,0.717057098008249,0.289236911212429,3,54,FALSE
"22","2_395_7",0,0.00207394403464592,0.121780811164231,0.170083296304383,0.0860415609934494,0.121780811164231,0.824673412255778,0.280630597991298,0.0833442458259412,0.563217379532759,0.656170762326238,0.261564702053035,0.924717177359179,0.425269903364252,0.654718825785086,0.269553727620972,0.769906088452211,0.291833092109856,3,54,FALSE
"23","2_396_5",0,0.0290421040195281,0.121720113927312,0.174843078236432,0.0860036661710908,0.121720113927312,0.839628887484032,0.301561052738675,0.110431348648956,0.508783393983405,0.615051539401732,0.251026611858181,0.901584651882615,0.392700951939134,0.738738071902525,0.350503915872028,0.830339674786782,0.293370483394315,6,26,FALSE
"24","2_398_1",0,0.0109576932819434,0.12179239852605,0.168682594763749,0.0862629826049235,0.12179239852605,0.81862257712515,0.272650710171973,0.0872954106907039,0.534566704927465,0.685694887656979,0.257531256031962,0.917483818554109,0.429587108121454,0.674678215911986,0.305014255174568,0.744755799044134,0.29475753877062,3,54,FALSE
"25","2_399_7",0,0.0379077518226557,0.121724324319002,0.176434680018114,0.0856504800832544,0.121724324319002,0.832318785494963,0.296427023539741,0.134027131092474,0.51335841653163,0.619017671997179,0.270970607578893,0.871043931267748,0.400682921414964,0.664498715071765,0.333137609606683,0.815134661209496,0.29128363208191,3,54,FALSE
"26","2_400_2",0,0.0113425507019012,0.121734855826743,0.174542582654924,0.0861341684802325,0.121734855826743,0.822784581434207,0.297341968160102,0.0833442458259412,0.535959238810739,0.666745725338784,0.261564702053035,0.915266846297446,0.425625597753331,0.707651143975151,0.308327599825693,0.725095176273664,0.291833092109856,3,54,FALSE
"27","2_400_7",0,0.0138425851160248,0.121727484371613,0.179341886927292,0.0858813030789701,0.121727484371613,0.82976527504848,0.315581176355272,0.110431348648956,0.500300330983182,0.664443054914267,0.251026611858181,0.901584651882615,0.393229517411474,0.74214218792662,0.34159262638807,0.720104179946418,0.293370483394315,6,26,FALSE
"28","2_401_7",0,0.00227551244857549,0.121811834052915,0.16852418300371,0.0864614472462153,0.121811834052915,0.832758626371763,0.283758017560056,0.0484885190792523,0.563976643213906,0.662214149046564,0.260492853737636,0.96122738665823,0.423046522983159,0.666272562196362,0.276780134077765,0.757661026723134,0.291646030578998,3,54,FALSE
"29","2_402_4",0,0.00121385954275888,0.121847680121908,0.164369249950297,0.0864736848968588,0.121847680121908,0.845445011332681,0.278613027425923,0.050875590752087,0.530612111526408,0.618060559815905,0.242979869174114,0.938704594092122,0.414916524161462,0.687238537239325,0.319513302681833,0.854851466353845,0.294390634779384,3,54,FALSE
"30","2_403_2",0,0.0129711291487344,0.121740035072366,0.179636105602736,0.0858983649473242,0.121740035072366,0.807205532393888,0.313763144665002,0.0953797678938608,0.512505199605443,0.648197957449276,0.261867902697527,0.871393795844627,0.406003386908328,0.754880344243265,0.337840581689989,0.740189164428362,0.292099649585268,6,26,FALSE
"31","2_404_3",0,0.0287541443267761,0.121726203825086,0.178080173325935,0.0858292982893745,0.121726203825086,0.820197865249723,0.296138181946669,0.0903995929120061,0.515306073569414,0.679799954206574,0.320416026074248,0.886142248442999,0.40722996385222,0.691493682399506,0.333129408619902,0.717057098008249,0.289236911212429,6,26,FALSE
"32","2_404_4",0,0.0122513653383345,0.121751950290434,0.170633063505495,0.0861519130263248,0.121751950290434,0.836260026242564,0.297341968160102,0.0833442458259412,0.535959238810739,0.666745725338784,0.261564702053035,0.915266846297446,0.407390974169579,0.707651143975151,0.308327599825693,0.754925733161558,0.291833092109856,3,54,FALSE
"33","2_404_6",0,0.00691113997430317,0.121781481574143,0.171761377642083,0.086133554328707,0.121781481574143,0.845027921152951,0.286330954390847,0.052969914009823,0.5658254723523,0.660721339206017,0.304333207570075,0.842667220948473,0.421292693827751,0.668138767666008,0.269865994603655,0.758230566874346,0.288539007724968,3,54,FALSE
"34","2_406_2",0,0.00413022462328809,0.121796583057742,0.169425500437166,0.086332812598602,0.121796583057742,0.832758626371763,0.283758017560056,0.0541327968512198,0.563976643213906,0.662214149046564,0.260492853737636,0.930367443499985,0.423046522983159,0.663549269446453,0.276780134077765,0.757661026723134,0.291646030578998,3,54,FALSE
"35","2_406_5",0,0.000679770462297381,0.121825534584614,0.167353590318122,0.0860501135056628,0.121825534584614,0.823463245166645,0.279034620427433,0.0841344787731148,0.557487244579028,0.685694887656979,0.26075801284882,0.923270505674069,0.426133344281032,0.658710703879833,0.276645833107797,0.744755799044134,0.292417981442009,3,54,FALSE
