"","x.1._alphas","x.1._gammas","x.1._scales","x.1._shapes","x.2._alphas","x.2._gammas","x.2._scales","x.2._shapes","x.3._alphas","x.3._gammas","x.3._scales","x.3._shapes","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"6",7.439225283655,0.357226368341,0.567316211545,2.6298398536,4.932952614271,0.700982675276,0.692000452804,2.0551198446,4.805717069654,0.325032220786,0.462385667581,1.441647044,0.74641148325,0.790674227514033,0.76883339819465,0.402686375983516,0.0866002429803815,0.122552242315459,0.192870120649359,0.122552242315459,0.0016699951533832,0,1450.74486949993,0.001923296917,717088.418760455,1e-04,0,0.091372013092041,261.864703178406,"2_365_4",2,365,4,2552,FALSE,TRUE,4,0.0221901041382205,3,FALSE
"7",6.786594585788,0.335398496765,0.59320533566,2.6886163872,4.984199595942,0.752214106171,0.689904051218,2.0734598824,5.207847980221,0.311332149343,0.471170439192,1.490024373,0.74641148325,0.793298585177675,0.771769502999773,0.5232238412234,0.0860556687474386,0.121771471867797,0.172314175772278,0.121771471867797,0.0115804578704274,0,1171.3440087776,0.001533625579,717088.418760455,1e-04,0,0.10019588470459,267.065105199814,"2_372_6",2,372,6,2603,FALSE,TRUE,7,0.0175901236809001,3,FALSE
"8",7.516279263188,0.365650090537,0.564751640322,2.655243725,4.998203695623,0.768750757935,0.673756749178,2.0617472518,5.233607203425,0.30316108275,0.581079319196,1.3795636046,0.74641148325,0.792523235955215,0.771580645932017,0.525280697371808,0.0862169176250162,0.121821843417365,0.171942084437436,0.121821843417365,0.00571336114871207,0,1307.74046414135,0.001723853301,717088.418760455,1e-04,0,0.0824069976806641,271.57502913475,"2_379_1",2,379,1,2647,FALSE,TRUE,7,0.0173721329327897,3,FALSE
"9",7.76166789207,0.341747679424,0.590050197817,2.6547959366,4.999519437861,0.75134119337,0.686746747471,2.0609281844,5.162240591865,0.314332233344,0.47658395693,1.4743908014,0.74641148325,0.792723150623602,0.771854111677751,0.522236861448433,0.086175370369039,0.121748898464095,0.172492438336382,0.121748898464095,0.0114816393497112,0,1180.69792698763,0.001546671186,717088.418760455,1e-04,0,0.0813159942626953,277.610260248184,"2_387_4",2,387,4,2706,FALSE,TRUE,6,0.0176281161932401,3,FALSE
"10",7.415899446681,0.330599763615,0.566081265879,2.6777750694,5.085794465788,0.700406587354,0.703815973366,2.0540103004,4.657266761217,0.320150341166,0.546644914015,1.3980443692,0.74641148325,0.792457965235466,0.769044452560837,0.41911770223714,0.0862304781742545,0.122496284638119,0.190198817570585,0.122496284638119,0.0038421610407024,0,1448.59402802204,0.001920297208,717088.418760455,1e-04,0,0.0879111289978027,278.606640100479,"2_388_7",2,388,7,2716,FALSE,TRUE,7,0.0215820929525117,3,FALSE
"11",7.775061818875,0.346599571117,0.586507336191,2.6663637254,5.032490903848,0.76751358629,0.678194732754,2.048968875,5.11464647554,0.314136173731,0.469014469728,1.4331643052,0.74641148325,0.791345200190388,0.771616988538706,0.543878388511758,0.0864613374016692,0.121812151814227,0.168540418068544,0.121812151814227,0.00195122754679764,0,1259.2730800555,0.001656257409,717088.418760455,1e-04,0,0.0913448333740234,278.722526311874,"2_389_1",2,389,1,2717,FALSE,TRUE,1,0.0165467097405546,3,FALSE
"12",7.615006921768,0.378434061395,0.568330008676,2.6824714276,4.97832846248,0.809737564993,0.651941836714,2.0438584018,5.237452604005,0.316075153986,0.459499637614,1.436868219,0.74641148325,0.791283115867901,0.771496898504989,0.565322565165381,0.0864741995412412,0.121844173685783,0.164530830387548,0.121844173685783,0.00107523778000141,0,1220.44207574238,0.001602101064,717088.418760455,1e-04,0,0.306907176971436,279.339379310608,"2_389_5",2,389,5,2721,FALSE,TRUE,2,0.0156133085849616,3,FALSE
"13",7.435166265392,0.365414603301,0.575000638509,2.6780845602,4.938461252054,0.786519247841,0.66495274796,2.047907437,5.161424173106,0.317362878699,0.457364605578,1.4441351294,0.74641148325,0.791265226684293,0.771698741376151,0.538100616445397,0.0864779053259776,0.121790347695925,0.169604524314835,0.121790347695925,0.0038414740850077,0,1233.52949135676,0.001620353659,717088.418760455,1e-04,0,0.0870869159698486,280.145299196243,"2_390_6",2,390,6,2729,FALSE,TRUE,3,0.0168074493771822,3,FALSE
"14",7.448450030535,0.370101163076,0.571243176612,2.6536998384,4.99331292256,0.782888819649,0.662761433659,2.060858465,5.34327238818,0.314268327072,0.469596806607,1.4872483986,0.74641148325,0.792944150544367,0.771860772081691,0.529278993054621,0.0861294177477071,0.121747121305701,0.171216467242709,0.121747121305701,0.00931843900707021,0,1162.6650219817,0.001521521277,717088.418760455,1e-04,0,0.0828280448913574,280.742393255234,"2_391_5",2,391,5,2735,FALSE,TRUE,2,0.0172753908738671,3,FALSE
"15",7.351219537787,0.401520820616,0.55643750703,2.6750867872,4.875071371301,0.799088519994,0.650152729611,2.0666524724,5.50442828789,0.315354447739,0.463405576075,1.4860109864,0.74641148325,0.79226667144536,0.771908793598233,0.517408461345877,0.0862702088143011,0.1217343072247,0.173361874176529,0.1217343072247,0.017075474724575,0,1145.00739204947,0.001496894752,717088.418760455,1e-04,0,0.0885767936706543,281.235104322433,"2_392_3",2,392,3,2740,FALSE,TRUE,6,0.0180334145057913,6,FALSE
