"","x.1._alphas","x.1._gammas","x.1._thetas","x.2._alphas","x.2._gammas","x.2._thetas","x.3._alphas","x.3._gammas","x.3._thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",8.714974246257,0.710811686112,0.797824458245,0.6055319392828,0.893313068037,0.160900432186,0.4418599557712,0.760008429356,0.01836475462745,0.74641148325,0.810626207994268,0.807585833088598,0.688144332462024,0.0823697403588119,0.111809122697609,0.139360778080112,0.111809122697609,0.358584862303374,0,998.710637402404,0.001292859403,717088.418760455,1e-04,0,0.0805139541625977,202.193282842636,"1_371_7",1,371,7,2597,FALSE,TRUE,1,0.0924867275843686,1,FALSE
"2",8.718351880056,0.722464630196,0.747951430612,1.895802782234,0.760473267189,0.0886576567885,0.4749728285248,0.73144570617,0.0514081227696,0.74641148325,0.818412421913858,0.806193990967692,0.662606856833549,0.0806586274431525,0.112212783817964,0.144954555308584,0.112212783817964,0.446051306134479,0,991.014526357209,0.001282125886,717088.418760455,1e-04,0,0.0857679843902588,212.367309808731,"1_382_4",1,382,4,2671,FALSE,TRUE,2,0.114907727984361,1,FALSE
"3",8.85909447984,0.735781125078,0.83678770194,0.189228456255,0.726198949334,0.0913721362384,0.3945323803602,0.737848103798,0.0189340163429,0.74641148325,0.807773594805253,0.806002190785108,0.690475654994462,0.0829878056929819,0.112268295796784,0.138838894984709,0.112268295796784,0.378275727438394,0,981.754896561549,0.00126921178,717088.418760455,1e-04,0,0.0592629909515381,213.748992919922,"1_384_6",1,384,6,2687,FALSE,TRUE,3,0.0973782588939179,1,FALSE
"4",8.438210885066,0.662557755201,0.742038501923,0.5308002157352,0.737706165352,0.0817873010231,0.5260572391712,0.806065714421,0.0222267761675,0.74641148325,0.815289721922036,0.805997032540602,0.687435769113654,0.0813492007393204,0.112269788348356,0.139519008190382,0.112269788348356,0.274276109561776,0,1009.54806103421,0.001307974007,717088.418760455,1e-04,0,0.0635368824005127,232.297815799713,"1_420_6",1,420,6,2939,FALSE,TRUE,3,0.0714923264787944,1,TRUE
"5",8.687955365829,0.736971856612,0.787289718171,0.3804300149448,0.881326529169,0.202622913956,0.3794803697798,0.770351037476,0.01321791281464,0.74641148325,0.812437937244545,0.808710558170133,0.695429216009918,0.0819747799292874,0.111481862925026,0.1377234402098,0.111481862925026,0.359379292561256,0,966.530473589681,0.00124797877,717088.418760455,1e-04,0,0.0635139942169189,234.565943717957,"1_425_2",1,425,2,2970,FALSE,TRUE,1,0.0925412081634337,1,FALSE
"6",8.638130069051,0.735050051043,0.799564268604,0.5457733887803,0.69103715632,0.01868913222346,0.5265839018695,0.793823587133,0.01364771467268,0.74641148325,0.81263882700397,0.806173352885693,0.68456154745114,0.0819308683155651,0.112218758335977,0.140159022066034,0.112218758335977,0.29544516774095,0,986.07975995055,0.001275243527,717088.418760455,1e-04,0,0.0663111209869385,236.818820714951,"1_429_5",1,429,5,3001,FALSE,TRUE,2,0.0768145975965071,1,FALSE
"7",7.868952125669,0.733823153558,0.809042321023,2.779784125093,0.628997805369,0.0871580833196,4.171060739552,0.603297063104,0.431379236685,0.74641148325,0.812789545011225,0.792202478772913,0.676966124452431,0.0818979080672947,0.116192714750754,0.141836424824002,0.116192714750754,0.00270237516803136,0,778.497271214469,0.0009857349481,717088.418760455,1e-04,0,0.0590128898620605,139.665130853653,"2_272_2",2,272,2,1899,FALSE,TRUE,2,0.0178387905919839,3,FALSE
"8",8.649068231718,0.866029640285,0.723464257014,2.247889189257,0.745661557177,0.373675987005,7.262225697423,0.370417761886,0.0305810561847,0.74641148325,0.820201968383068,0.801131157554749,0.677031564724661,0.0802601977973785,0.113669013362976,0.141822057469552,0.113669013362976,0.00860135214889522,0,880.896774998948,0.001128548222,717088.418760455,1e-04,0,0.0568051338195801,212.954826831818,"2_411_2",2,411,2,2872,FALSE,TRUE,4,0.0179267019350173,2,FALSE
"9",4.969213939293,0.782232671866,0.782616772459,1.418234390327,0.600046887234,0.190626382969,3.651583096477,0.424710813696,0.321989230508,0.74641148325,0.810761262256089,0.789836586093784,0.620964187313937,0.0823403636207655,0.116852302610362,0.153639846526169,0.116852302610362,0.00329286783576869,0,1096.94484133418,0.001429863468,717088.418760455,1e-04,0,0.0644490718841553,112.045429944992,"3_220_1",3,220,1,1534,FALSE,TRUE,4,0.0238073918929133,3,FALSE
"10",7.38594922662,0.817118613563,0.744755791717,2.590234838683,0.568242995512,0.204574198995,4.541001016875,0.372972211228,0.0578333151488,0.74641148325,0.818599520801511,0.797830286952861,0.633403725955794,0.0806170633975036,0.114608483183853,0.15109766923814,0.114608483183853,0.00409411597404545,0,1042.35597584453,0.001353730144,717088.418760455,1e-04,0,0.080009937286377,155.913623809814,"3_300_6",3,300,6,2099,FALSE,TRUE,4,0.0225283826721865,3,FALSE
