"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","x.1._thetas","x.2._thetas","x.3._thetas","x.1._alphas","x.2._alphas","x.3._alphas","x.1._gammas","x.2._gammas","x.3._gammas","cluster","n","top_sol"
"15","1_279_3",0,0.0270570664471662,0.114461238043929,0.150898961440047,0.0836337970514642,0.114461238043929,0.413908157915278,0.33682939091976,0.0212436887674278,0.126349817219426,0.252813328520354,0.848696042829467,0.018685694114727,0.988949997050041,0.867712846130972,1,12,FALSE
"16","1_279_5",0,0.0319450249098706,0.114257605558608,0.1483580746872,0.0838066952922803,0.114257605558608,0.425420857630355,0.362833089896521,0.00278448148915868,0.10618139342125,0.169417628334917,0.955393146525152,0.00150385898880561,0.161489541766732,0.809753584395086,7,11,FALSE
"17","1_282_1",0,0.011365553179354,0.114469250544162,0.152081640315455,0.0839251498743969,0.114469250544162,0.415079956208871,0.361784739252122,0,0.000681394731143072,0.163931277834546,0.812239416145034,0.0111322608423847,0.336081416037201,0.822234447029401,7,11,FALSE
"18","1_282_4",0,0.00361535107972506,0.114650091609883,0.145628220301405,0.0834206550031053,0.114650091609883,0.429050736878788,0.343996184420785,0.049609123079532,0.12857007082395,0.202778608709956,0.819793387922253,0.0191100765691005,0.816896767080072,0.883397626871489,1,12,FALSE
"19","1_282_5",0,0.0253811547306492,0.114550317337746,0.149676295108103,0.0836139959223971,0.114550317337746,0.42417359341049,0.357487581354506,0.0206168559531311,0.107186597966244,0.21578991167571,0.742336886023207,0.03221905395271,0.853212711626574,0.869296786057188,1,12,FALSE
"20","1_283_1",0,0.0202573308387361,0.114576074116259,0.14489749684054,0.0834057110939006,0.114576074116259,0.419236687194458,0.34306728667093,0.0446321446978477,0.265624281559005,0.213388696519638,0.849700348209573,0.0109439074701625,0.541878342981564,0.861695195348068,7,11,FALSE
"21","1_283_3",0,0.0201310748376353,0.114565048020128,0.150331697396674,0.0838586306447419,0.114565048020128,0.422716725786158,0.356822365812633,0.00286567917493545,0.0127585736152739,0.145223565960992,0.728682076713432,0.0177279688729483,0.442903234171223,0.874516609729596,1,12,FALSE
"22","1_283_5",0,0.0139261776750724,0.114602572311424,0.154079984980005,0.0838494221185595,0.114602572311424,0.416768771275201,0.33682939091976,0.0177661369512126,0.0176702089955533,0.214342443835756,0.822179471523869,0.0158100253007722,0.659141079804395,0.824304878481096,1,12,FALSE
"23","1_283_7",0,0.0107913211326311,0.114248901246392,0.146213069683965,0.0836620410183607,0.114248901246392,0.425420857630355,0.362833089896521,0.00501206668137953,0.10618139342125,0.169417628334917,0.955393146525152,0.00150385898880561,0.161489541766732,0.809753584395086,7,11,FALSE
"24","2_205_4",0,0.0177185899886429,0.113538570888704,0.139955050456136,0.0808666642974875,0.113538570888704,0.871286292707377,0.34830764381486,0.0361446974709849,0.793416329283553,0.21669336526282,0.591515330931017,0.914272263901235,0.762586354720057,0.766489491461311,3,35,FALSE
"25","2_221_2",0,0.488107633685015,0.111882247376561,0.119874069959834,0.0818002555439093,0.111882247376561,0.797292794220203,0.72463197908421,0.470787688203655,0.937320208881549,0.240056839927449,0.811377719701972,0.881263497264458,0.610096482903805,0.0434127764052332,2,26,FALSE
"26","2_222_5",0,0.0145325775871023,0.113803800083778,0.140253301698831,0.080881971041033,0.113803800083778,0.871286292707377,0.407665077761133,0.0505290890379341,0.912903750812289,0.21669336526282,0.527164977856045,0.914272263901235,0.619487025785871,0.755496473578568,3,35,FALSE
"27","2_223_4",0,0.172961190665768,0.112906103749587,0.132965428571255,0.0828885514939439,0.112906103749587,0.827911707448306,0.307923462073943,0.206247451162279,0.85574934331084,0.401954725990331,0.745581038476606,0.731118140330719,0.246853521222516,0.114647031573221,2,26,TRUE
"28","2_225_6",0,0.241750239826015,0.112463199080341,0.135668451615394,0.0830736465405036,0.112463199080341,0.835439365542164,0.428704641117433,0.186864642306287,0.762285656419347,0.355918962115446,0.530774026029138,0.774211978255843,0.25000310201046,0.108328222892112,2,26,FALSE
"29","2_233_3",0,0.0114699483630973,0.113954081378149,0.137618020693135,0.0804737229750507,0.113954081378149,0.855112055066042,0.314759202498481,0.0774568244960379,0.985693567551223,0.271389770087218,0.742041678032098,0.902612200509071,0.631639568517269,0.759714777463988,3,35,FALSE
"30","2_238_1",0,0.0766462846960895,0.113188977742463,0.143748322770748,0.0813721654168605,0.113188977742463,0.920499345136256,0.159125576999545,0.0233993768994572,0.910917513268746,0.235373974898914,0.961920105702225,0.931573438062206,0.684564958126447,0.780182178775581,3,35,FALSE
"31","2_242_2",0,0.0236342397381727,0.114150002724435,0.14481664569092,0.0813459089026054,0.114150002724435,0.915160575135753,0.259739437360291,0.0274724886947122,0.88947339051104,0.258746740332717,0.58477686353192,0.907095135861187,0.799912682625085,0.715034242718942,3,35,FALSE
"32","2_244_1",0,0.0209564615904664,0.113998441248179,0.135773482171985,0.0806743589988173,0.113998441248179,0.871286292707377,0.34830764381486,0.0793906555447576,0.853237172664541,0.21669336526282,0.591515330931017,0.891103273797852,0.762586354720057,0.766489491461311,3,35,FALSE
"33","2_247_6",0,0.0437532122175713,0.113171622723311,0.142846182631025,0.0808523704301693,0.113171622723311,0.85640707040828,0.248072556315143,0.0717704760994063,0.978378314699458,0.296231280824908,0.726539379978965,0.854472201713712,0.572285229233126,0.780395740812906,3,35,FALSE
"34","2_250_2",0,0.58044603639626,0.110507017326292,0.117907756676489,0.0828491319818234,0.110507017326292,0.811158854476306,0.76275055598701,0.194567399824053,1,0.059396673991105,0.76789483067525,0.721435938166316,0.585964216888984,0.00541977121878305,2,26,FALSE
"35","2_250_4",0,0.0520738368122542,0.113209003575668,0.151028661774181,0.0816440743446764,0.113209003575668,0.855112055066042,0.314759202498481,0.0774568244960379,0.969642404025389,0.271389770087218,0.742041678032098,0.816970985383344,0.631639568517269,0.759714777463988,3,35,FALSE
"36","2_250_6",0,0.436922355191289,0.111521333822813,0.122228535974205,0.0841705395170516,0.111521333822813,0.893805495133738,0.734031807063876,0.0437649358931912,0.803696899930159,0.352237801963257,0,0.809181927260021,0.466376350436785,0.0259116528180712,2,26,FALSE
